id,price,bedrooms,bathrooms,latitude,longitude,address,zip_code,size,title,area_sqm,price_per_sqm,predicted_price,price_diff_pct,schools_nearby,hospitals_nearby,malls_nearby,transit_nearby,location_factor,price_realistic,amenities_score,neighborhood_score
09edf514-2e4a-4687-96f5-07f2c1a6ea2f,200000.0,2,2,9.4034226,-0.8424159999999999,"99, Random Street, Tamale",,1137,Tamale Modern Apartment,105.630711,301.86296862093445,200072.1,0.00036046875,20.0,13.0,20.0,6.0,1.0,226004.5688,95.0,95.0
0a01bc47-1c79-4215-bd7e-2ba25f307e21,200000.0,4,2,9.4034226,-0.8424159999999999,"25, Random Street, Tamale",,1021,Tamale Modern Apartment,94.853963,979.8114602760456,199926.94,-0.0003653125,20.0,13.0,20.0,6.0,1.0,227383.1704,95.0,95.0
0a2760b3-039c-483f-95fb-f3a88e6c4623,200000.0,5,2,4.9015794,-1.7830973,"80, Random Street, Takoradi",,1377,Takoradi Executive Lodge,127.927431,625.8548254595999,199662.67,-0.001686640625,16.0,8.0,2.0,0.0,1.2,210010.33376,71.66666666666666,71.7
0a494d50-aac1-4bac-95f6-d97218502bee,59158.0,1,1,5.8511836,-0.1729106,"176, Random Street, Aburi",,465,Aburi Hills Mansion,43.199895,1083.5211520768744,65925.6,0.1143987552402042,9.0,1.0,1.0,0.0,1.0,65059.916,40.33333333333333,40.3
0af8c315-b315-48f2-aaea-395724726664,171771.0,3,2,6.6101493,0.4785495,"80, Random Street, Ho",,473,Ho Tranquil Haven,43.943119,183.2368794759425,173443.17,0.009734890493738756,20.0,20.0,13.0,3.0,1.0,168154.4952,87.5,87.5
0b01c31b-6525-4449-92a0-d5ce946f7e5b,189553.0,4,1,5.650639399999999,-0.1870506,"125, Random Street, Legon",,800,Legon Student Housing,74.3224,628.653003670495,189613.1,0.0003170287465774744,9.0,7.0,8.0,2.0,1.8,202924.256,82.0,82.0
0b3e40c6-fd39-4f01-bb01-49eb446a2149,142428.0,2,2,7.3349414,-2.3123031,"14, Random Street, Sunyani",,814,Sunyani Family Home,75.623042,420.3084028278048,148661.7,0.043767399142022635,20.0,11.0,6.0,5.0,1.0,155998.4336,92.5,92.5
0b89ef1c-b30c-467a-bdb7-44ee27fbd50c,200000.0,3,5,5.650639399999999,-0.1870506,"114, Random Street, Legon",,973,Legon Student Housing,90.394619,633.6992249505471,200233.2,0.001166015625,9.0,7.0,8.0,2.0,1.8,238668.25136,82.0,82.0
0ba58d3e-9ee5-47dd-b38f-19daa3a7be1d,145991.0,5,3,7.946527,-1.023194,"141, Random Street, Cape",,438,Cape Coast Sea View,40.691514,579.6048778130988,145922.77,-0.0004673875444376708,20.0,12.0,3.0,0.0,1.0,133553.2112,80.0,80.0
0bb53bd9-09a6-4a34-8e35-14b36c35825c,200000.0,1,4,6.6101493,0.4785495,"4, Random Street, Ho",,1659,Ho Tranquil Haven,154.126077,54.07261485024368,200052.44,0.0002621875,20.0,20.0,13.0,3.0,1.0,252300.8616,87.5,87.5
0c20bd3a-c541-43e8-b94e-3421245042ce,200000.0,4,2,9.4034226,-0.8424159999999999,"150, Random Street, Tamale",,1675,Tamale Modern Apartment,155.612525,622.8161904062671,199857.75,-0.00071125,20.0,13.0,20.0,6.0,1.0,275990.02,95.0,95.0
0c35d5cf-f575-422c-b57b-5ef3f340132d,200000.0,6,3,9.4034226,-0.8424159999999999,"9, Random Street, Tamale",,1045,Tamale Modern Apartment,97.083635,1015.619161767068,200255.55,0.001277734375,20.0,13.0,20.0,6.0,1.0,242166.908,95.0,95.0
0c416622-20b8-45b0-8fa3-32542ce91cc3,200000.0,6,4,5.7348119,0.0302354,"4, Random Street, Tema",,1518,Tema 2-Bed Condo,141.026754,302.05616162731786,199971.95,-0.000140234375,20.0,12.0,20.0,0.0,1.2,303785.68383999995,80.0,80.0
0c446994-b5b0-4b66-815c-9e9da174a3bf,160525.0,2,2,5.8511836,-0.1729106,"188, Random Street, Aburi",,1668,Aburi Hills Mansion,154.962204,545.9524827099129,165415.53,0.030465854228313348,9.0,1.0,1.0,0.0,1.0,162469.76320000002,40.33333333333333,40.3
0c4ba34c-f8f7-4fdd-ba65-db1b96b228b1,170351.0,3,4,10.7875419,-0.8579818,"87, Random Street, Bolgatanga",,1134,Bolgatanga Brick Estate,105.352002,537.2465537009919,170803.19,0.002654445820687874,16.0,6.0,10.0,2.0,1.0,184281.6016,85.0,85.0
0d578f66-6633-4d5c-8dfe-7ebf460f597b,138007.0,4,5,5.8511836,-0.1729106,"124, Random Street, Aburi",,1085,Aburi Hills Mansion,100.799755,658.0968376361628,137858.86,-0.0010734283405914192,9.0,1.0,1.0,0.0,1.0,138139.804,40.33333333333333,40.3
0d5ea39a-47f7-4920-824d-62e8d9fcf8f9,179879.0,2,1,5.7348119,0.0302354,"107, Random Street, Tema",,726,Tema 2-Bed Condo,67.447578,799.3615426783747,180407.1,0.002935827695284052,20.0,12.0,20.0,0.0,1.2,198349.67488,80.0,80.0
0d771d90-e883-41d2-b533-a705bd8e184f,200000.0,5,4,6.6666004,-1.6162709,"106, Random Street, Kumasi",,1430,Kumasi Villa Retreat,132.85129,671.0284860613698,200141.75,0.00070875,20.0,20.0,20.0,0.0,1.2,301937.23840000003,80.0,80.0
0de01b5c-e507-4e40-b79e-fbad0a0bc941,200000.0,3,2,5.650639399999999,-0.1870506,"132, Random Street, Legon",,1702,Legon Student Housing,158.120906,229.46364853234525,200326.6,0.00163296875,9.0,7.0,8.0,2.0,1.8,319994.10464,82.0,82.0
0e393059-75b1-46df-a6db-bec4f3d1e937,200000.0,6,2,6.6101493,0.4785495,"162, Random Street, Ho",,1739,Ho Tranquil Haven,161.558317,30.917628338502688,199786.47,-0.00106765625,20.0,20.0,13.0,3.0,1.0,277246.6536,87.5,87.5
0e886215-4bc0-4e4a-b61a-3f20794a1456,200000.0,2,1,6.6666004,-1.6162709,"179, Random Street, Kumasi",,1891,Kumasi Villa Retreat,175.679573,115.20405960913853,199951.55,-0.000242265625,20.0,20.0,20.0,0.0,1.2,314252.39008000004,80.0,80.0
0ebda49b-587b-4556-b25c-3913e1ef59bd,200000.0,4,5,5.650639399999999,-0.1870506,"181, Random Street, Legon",,2000,Legon Student Housing,185.806,90.43303230250906,200048.81,0.0002440625,9.0,7.0,8.0,2.0,1.8,385060.64,82.0,82.0
0f0fee70-ec2b-4e68-8c8b-7ae6bad76da5,200000.0,4,5,5.650639399999999,-0.1870506,"84, Random Street, Legon",,1539,Legon Student Housing,142.977717,619.2013822685391,199913.4,-0.00043296875,9.0,7.0,8.0,2.0,1.8,323387.91248,82.0,82.0
0f5dd6c4-e3ec-40eb-a71b-dfee5c6e7706,200000.0,5,4,5.7348119,0.0302354,"39, Random Street, Tema",,1847,Tema 2-Bed Condo,171.591841,577.69646518333,199964.31,-0.0001784375,20.0,12.0,20.0,0.0,1.2,327128.16736,80.0,80.0
0f7cc409-e3a3-40ec-91b7-2523866e8edb,200000.0,3,3,4.9015794,-1.7830973,"189, Random Street, Takoradi",,1877,Takoradi Executive Lodge,174.378931,410.35347326449664,199788.77,-0.001056171875,16.0,8.0,2.0,0.0,1.2,246203.77376,71.66666666666666,71.7
0feb691d-6b8a-4ffb-bdbf-339e31deda56,200000.0,5,4,9.4034226,-0.8424159999999999,"174, Random Street, Tamale",,1719,Tamale Modern Apartment,159.700257,263.33708404739764,199908.45,-0.000457734375,20.0,13.0,20.0,6.0,1.0,290260.2056,95.0,95.0
1033eff9-3c92-4e70-9d04-8b9ecc0168d3,200000.0,4,5,10.7875419,-0.8579818,"148, Random Street, Bolgatanga",,1171,Bolgatanga Brick Estate,108.789413,793.7169400849696,199390.0,-0.00305,16.0,6.0,10.0,2.0,1.0,195031.5304,85.0,85.0
1062a071-79eb-40ae-9c7c-b2ec7e7dbad0,200000.0,5,4,6.6101493,0.4785495,"34, Random Street, Ho",,1753,Ho Tranquil Haven,162.858959,425.5215704774338,200048.44,0.0002421875,20.0,20.0,13.0,3.0,1.0,279287.1672,87.5,87.5
107164a3-01fa-47f6-9588-9cdd88781d62,200000.0,6,2,6.6101493,0.4785495,"194, Random Street, Ho",,797,Ho Tranquil Haven,74.043691,1264.5506826503288,197362.11,-0.013189453125,20.0,20.0,13.0,3.0,1.0,207234.9528,87.5,87.5
1099e163-fa3e-42f1-9ff2-11c749e4cf98,181024.0,3,1,6.6101493,0.4785495,"102, Random Street, Ho",,497,Ho Tranquil Haven,46.172791,202.17534608206813,176819.86,-0.02322421681655471,20.0,20.0,13.0,3.0,1.0,166938.2328,87.5,87.5
10c29426-46d6-4916-9d6d-2f4a68c0a6b8,190252.0,3,3,7.946527,-1.023194,"57, Random Street, Cape",,1565,Cape Coast Sea View,145.393195,205.4635363092475,191499.62,0.006557749721422114,20.0,12.0,3.0,0.0,1.0,207314.556,80.0,80.0
10e37b66-41cb-42b2-9ea8-06d3e472652d,200000.0,3,2,5.7348119,0.0302354,"31, Random Street, Tema",,1924,Tema 2-Bed Condo,178.745372,199.00934833714183,200015.06,7.53125e-05,20.0,12.0,20.0,0.0,1.2,314795.55712,80.0,80.0
11274975-4275-4c1d-8c60-f7eca41e2254,200000.0,2,5,9.4034226,-0.8424159999999999,"152, Random Street, Tamale",,1874,Tamale Modern Apartment,174.100222,245.6343794897631,199979.77,-0.000101171875,20.0,13.0,20.0,6.0,1.0,289780.1776,95.0,95.0
113bfc64-269b-439b-8834-dbd893869192,119830.0,4,5,5.8511836,-0.1729106,"187, Random Street, Aburi",,897,Aburi Hills Mansion,83.333991,966.3403736417712,123321.37,0.02913600256613536,9.0,1.0,1.0,0.0,1.0,124167.1928,40.33333333333333,40.3
11512188-0bad-423d-8f89-e4a740efb717,200000.0,5,4,9.4034226,-0.8424159999999999,"127, Random Street, Tamale",,1815,Tamale Modern Apartment,168.618945,565.4584068237409,199934.38,-0.000328125,20.0,13.0,20.0,6.0,1.0,297395.156,95.0,95.0
1189eac7-ae38-4319-b6ac-5523f8f8bcf7,200000.0,4,1,10.7875419,-0.8579818,"3, Random Street, Bolgatanga",,1851,Bolgatanga Brick Estate,171.963453,382.7150412012255,200082.02,0.000410078125,16.0,6.0,10.0,2.0,1.0,233570.7624,85.0,85.0
119453d8-ec84-4415-9956-78a6d70df9d8,200000.0,6,2,7.3349414,-2.3123031,"171, Random Street, Sunyani",,1901,Sunyani Family Home,176.608603,294.5666242544255,199974.44,-0.0001278125,20.0,11.0,6.0,5.0,1.0,256786.8824,92.5,92.5
11afbf92-d742-4d26-88f1-fbfdb8e597bc,200000.0,3,4,9.4034226,-0.8424159999999999,"136, Random Street, Tamale",,1443,Tamale Modern Apartment,134.059029,369.3522202074132,200713.47,0.00356734375,20.0,13.0,20.0,6.0,1.0,259747.2232,95.0,95.0
11bb0804-01af-49ec-ab24-6efd4f3dc881,200000.0,2,4,5.650639399999999,-0.1870506,"155, Random Street, Legon",,1291,Legon Student Housing,119.937773,640.590516884118,199944.48,-0.000277578125,9.0,7.0,8.0,2.0,1.8,266810.39312,82.0,82.0
12499479-24f5-47d7-8f66-67adc0e40dcc,197666.0,3,5,5.650639399999999,-0.1870506,"22, Random Street, Legon",,654,Legon Student Housing,60.758562,605.2151135505808,197612.8,-0.000269156683496403,9.0,7.0,8.0,2.0,1.8,195992.32928,82.0,82.0
12625590-f158-4032-821c-9b73c896e6cd,200000.0,6,3,5.7348119,0.0302354,"113, Random Street, Tema",,1410,Tema 2-Bed Condo,130.99323,148.41988398942448,199676.38,-0.001618125,20.0,12.0,20.0,0.0,1.2,290553.50080000004,80.0,80.0
12af8f7d-c285-4efa-a01b-8bd80c18b2f5,180931.0,4,5,5.8511836,-0.1729106,"98, Random Street, Aburi",,1522,Aburi Hills Mansion,141.398366,49.24385052653295,166069.77,-0.08213757938109002,9.0,1.0,1.0,0.0,1.0,170618.69280000002,40.33333333333333,40.3
12b80d6d-6345-4861-9672-557fed058a4e,139986.0,3,1,7.946527,-1.023194,"68, Random Street, Cape",,915,Cape Coast Sea View,85.00624499999999,1129.681707502784,140418.98,0.0030930548411984057,20.0,12.0,3.0,0.0,1.0,153004.99599999998,80.0,80.0
136beabb-5f69-4022-82b3-1baa076b265e,200000.0,4,5,6.6101493,0.4785495,"193, Random Street, Ho",,585,Ho Tranquil Haven,54.348255,61.51071455744072,199484.9,-0.00257546875,20.0,20.0,13.0,3.0,1.0,190478.604,87.5,87.5
139c558f-c106-43b3-9355-3ea8578db779,200000.0,1,3,4.9015794,-1.7830973,"135, Random Street, Takoradi",,1410,Takoradi Executive Lodge,130.99323,406.12785866872656,190054.66,-0.04972671875,16.0,8.0,2.0,0.0,1.2,192553.5008,71.66666666666666,71.7
13c651b1-c56b-42d7-9723-52eb604eab35,200000.0,2,3,6.6666004,-1.6162709,"199, Random Street, Kumasi",,1377,Kumasi Villa Retreat,127.927431,204.9834018788355,200124.0,0.00062,20.0,20.0,20.0,0.0,1.2,275610.33375999995,80.0,80.0
14b815de-0875-478f-baaa-e44e96a635b2,75034.0,1,1,5.8511836,-0.1729106,"152, Random Street, Aburi",,710,Aburi Hills Mansion,65.96113,832.111275231337,98444.58,0.31199960184716263,9.0,1.0,1.0,0.0,1.0,83268.904,40.33333333333333,40.3
14ce7a37-dafd-41d4-8e1c-e44f93456255,200000.0,2,5,9.4034226,-0.8424159999999999,"108, Random Street, Tamale",,588,Tamale Modern Apartment,54.626964,94.31239854369356,199959.56,-0.0002021875,20.0,13.0,20.0,6.0,1.0,194201.5712,95.0,95.0
14e1cddc-ebcd-47fb-8920-f2202e2f4fd6,200000.0,2,1,7.946527,-1.023194,"82, Random Street, Cape",,1601,Cape Coast Sea View,148.737703,144.08586100055612,200049.78,0.00024890625,20.0,12.0,3.0,0.0,1.0,198990.1624,80.0,80.0
156ec000-f85f-45c2-a568-b7f156c4b6c2,200000.0,5,2,9.4034226,-0.8424159999999999,"68, Random Street, Tamale",,1422,Tamale Modern Apartment,132.108066,265.13142657012327,199936.48,-0.000317578125,20.0,13.0,20.0,6.0,1.0,262186.4528,95.0,95.0
15c730ae-408f-42f8-9e9c-2431bf2a5e64,104790.0,1,1,5.8511836,-0.1729106,"92, Random Street, Aburi",,927,Aburi Hills Mansion,86.121081,669.7547142957948,104573.53,-0.0020657386200973373,9.0,1.0,1.0,0.0,1.0,99396.8648,40.33333333333333,40.3
15d1bfc3-f65b-482e-8ed9-562312554558,161689.0,2,5,5.8511836,-0.1729106,"93, Random Street, Aburi",,1739,Aburi Hills Mansion,161.558317,14.781040334803686,161993.47,0.0018830517227517024,9.0,1.0,1.0,0.0,1.0,176746.6536,40.33333333333333,40.3
15e3155b-7830-4f16-beaf-50446e79cf93,164274.0,6,5,10.7875419,-0.8579818,"115, Random Street, Bolgatanga",,687,Bolgatanga Brick Estate,63.824361,1031.204997101342,175768.22,0.06996979893348917,16.0,6.0,10.0,2.0,1.0,169059.4888,85.0,85.0
16227697-b035-4231-819e-805eed78c9a0,125120.0,1,3,10.7875419,-0.8579818,"189, Random Street, Bolgatanga",,653,Bolgatanga Brick Estate,60.665659,637.5270727711044,124941.4,-0.0014274421555306904,16.0,6.0,10.0,2.0,1.0,135532.5272,85.0,85.0
166f4d7a-3e5a-41f2-bacc-50117ada757b,196577.0,2,5,7.946527,-1.023194,"98, Random Street, Cape",,1228,Cape Coast Sea View,114.084884,812.8158328144507,195956.62,-0.003155888023522589,20.0,12.0,3.0,0.0,1.0,183267.9072,80.0,80.0
1733c7fd-150a-4009-9484-ff4d339234b7,134711.0,5,3,4.9015794,-1.7830973,"38, Random Street, Takoradi",,456,Takoradi Executive Lodge,42.363768,1270.9209435761238,134648.52,-0.00046384018380087744,16.0,8.0,2.0,0.0,1.2,131469.21727999998,71.66666666666666,71.7
1736641c-ed4a-4c68-bc1a-925d17d3acad,200000.0,5,2,4.9015794,-1.7830973,"53, Random Street, Takoradi",,1689,Takoradi Executive Lodge,156.913167,191.65376988407863,200148.62,0.000743125,16.0,8.0,2.0,0.0,1.2,237836.64032,71.66666666666666,71.7
17462c4d-6925-46cc-ac3a-368616f0ae4b,143492.0,6,4,10.7875419,-0.8579818,"27, Random Street, Bolgatanga",,568,Bolgatanga Brick Estate,52.768904,529.9143601693906,143275.4,-0.0015094482619240096,16.0,6.0,10.0,2.0,1.0,157215.1232,85.0,85.0
177df64c-d2b9-41a9-be1b-3a05bd220932,200000.0,6,4,7.3349414,-2.3123031,"96, Random Street, Sunyani",,1199,Sunyani Family Home,111.390697,121.93118784416978,200106.44,0.0005321875,20.0,11.0,6.0,5.0,1.0,210612.5576,92.5,92.5
17be8c19-3a47-406a-bb75-58115b118b91,200000.0,3,4,7.946527,-1.023194,"73, Random Street, Cape",,1794,Cape Coast Sea View,166.667982,444.08049531673095,200030.89,0.000154453125,20.0,12.0,3.0,0.0,1.0,227334.3856,80.0,80.0
17fd694a-f533-4ca6-a6f5-d8bdab943148,200000.0,3,4,10.7875419,-0.8579818,"159, Random Street, Bolgatanga",,1265,Bolgatanga Brick Estate,117.522295,500.78157510453656,179914.84,-0.10042578125,16.0,6.0,10.0,2.0,1.0,194017.836,85.0,85.0
182653df-8c5e-4f78-9ff2-c04ad83c2078,200000.0,3,5,5.650639399999999,-0.1870506,"138, Random Street, Legon",,1319,Legon Student Housing,122.539057,364.25121175854974,199934.19,-0.0003290625,9.0,7.0,8.0,2.0,1.8,284956.24208,82.0,82.0
182b5b79-6180-48f6-8dd8-7f16e650425c,149900.0,3,1,5.8511836,-0.1729106,"116, Random Street, Aburi",,1327,Aburi Hills Mansion,123.282281,438.895188839019,132003.5,-0.11938959306204136,9.0,1.0,1.0,0.0,1.0,139125.8248,40.33333333333333,40.3
18957e14-e653-4faa-b702-635912e3c085,200000.0,2,5,5.650639399999999,-0.1870506,"199, Random Street, Legon",,1293,Legon Student Housing,120.123579,702.468247303887,200102.25,0.00051125,9.0,7.0,8.0,2.0,1.8,272477.95376,82.0,82.0
190ead9a-9a66-4a2a-8129-967d03bfbeca,180400.0,4,4,9.4034226,-0.8424159999999999,"65, Random Street, Tamale",,508,Tamale Modern Apartment,47.194724,873.1696365042839,180838.78,0.0024322685698447894,20.0,13.0,20.0,6.0,1.0,195255.7792,95.0,95.0
191bd399-2751-4c6f-94e1-e90e593a3371,200000.0,3,2,5.650639399999999,-0.1870506,"200, Random Street, Legon",,839,Legon Student Housing,77.945617,813.5159158468141,199784.19,-0.0010790625,9.0,7.0,8.0,2.0,1.8,204541.68848,82.0,82.0
1977a762-ccc5-41cf-949c-d69760d634a3,200000.0,2,1,10.7875419,-0.8579818,"18, Random Street, Bolgatanga",,1568,Bolgatanga Brick Estate,145.671904,532.1822387932816,199996.17,-1.9140625e-05,16.0,6.0,10.0,2.0,1.0,202537.5232,85.0,85.0
19c2c248-9b7a-48b3-8551-c42b81e25a30,200000.0,2,5,5.7348119,0.0302354,"45, Random Street, Tema",,1074,Tema 2-Bed Condo,99.777822,972.5407716356044,200165.61,0.000828046875,20.0,12.0,20.0,0.0,1.2,243786.70912,80.0,80.0
19dd086a-3edf-44a2-adb1-8a3542928e43,146474.0,3,4,4.9015794,-1.7830973,"103, Random Street, Takoradi",,634,Takoradi Executive Lodge,58.900502,1290.786961374285,146436.06,-0.00025900501112825487,16.0,8.0,2.0,0.0,1.2,138944.48192,71.66666666666666,71.7
19e7c804-549d-4492-b3be-53af996236ad,65796.0,1,1,5.8511836,-0.1729106,"115, Random Street, Aburi",,476,Aburi Hills Mansion,44.221828,1606.016829516862,65758.01,-0.0005774239695422214,9.0,1.0,1.0,0.0,1.0,65877.4624,40.33333333333333,40.3
1a21e44d-960a-40b6-a973-17d1451483f8,200000.0,1,3,7.3349414,-2.3123031,"62, Random Street, Sunyani",,1929,Sunyani Family Home,179.209887,140.83486364789684,199761.9,-0.00119046875,20.0,11.0,6.0,5.0,1.0,236867.9096,92.5,92.5
1a3274bb-597e-4f6b-be1c-dcacda55c6cb,200000.0,3,3,7.3349414,-2.3123031,"122, Random Street, Sunyani",,1653,Sunyani Family Home,153.568659,279.6599272251248,199752.94,-0.0012353125,20.0,11.0,6.0,5.0,1.0,226354.9272,92.5,92.5
